"CVE_ID","CPE_URI"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_22h2:-:*:*:*:*:*:arm64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_22h2:-:*:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_22h2:-:*:*:*:*:*:x86:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_11_21h2:-:*:*:*:*:*:arm64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_11_21h2:-:*:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_11_22h2:-:*:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_11_22h2:-:*:*:*:*:*:arm64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_11_23h2:-:*:*:*:*:*:arm64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_11_23h2:-:*:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_server_2019:-:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_server_2022:-:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_server_2022_23h2:-:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:a:microsoft:.net_framework:*:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:a:microsoft:.net_framework:3.5:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_1809:-:*:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_1809:-:*:*:*:*:*:x86:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_21h2:-:*:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_21h2:-:*:*:*:*:*:arm64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_21h2:-:*:*:*:*:*:x86:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_22h2:-:*:*:*:*:*:arm64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_22h2:-:*:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_22h2:-:*:*:*:*:*:x86:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_11_21h2:-:*:*:*:*:*:arm64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_11_21h2:-:*:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_11_22h2:-:*:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_11_22h2:-:*:*:*:*:*:arm64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_server_2019:-:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_server_2022:-:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_server_2022_23h2:-:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:a:microsoft:.net_framework:3.5:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:a:microsoft:.net_framework:4.7.2:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_1607:-:*:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_1607:-:*:*:*:*:*:x86:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_1809:-:*:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_1809:-:*:*:*:*:*:arm64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_10_1809:-:*:*:*:*:*:x86:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_server_2016:-:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_server_2019:-:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:a:microsoft:.net_framework:2.0:sp2:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:a:microsoft:.net_framework:3.0:sp2:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_server_2008:-:sp2:*:*:*:*:x64:*"
"CVE-2024-0057","cpe:2.3:o:microsoft:windows_server_2008:-:sp2:*:*:*:*:x86:*"
"CVE-2024-0057","cpe:2.3:a:microsoft:.net:*:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:a:microsoft:.net:*:*:*:*:*:*:*:*"
"CVE-2024-0057","cpe:2.3:a:microsoft:.net:8.0.0:-:*:*:*:*:*:*"
"CVE-2024-0066",NA
"CVE-2024-0067",NA
"CVE-2024-0068",NA
"CVE-2024-0069",NA
"CVE-2024-0070",NA
"CVE-2024-0071",NA
"CVE-2024-0072",NA
"CVE-2024-0073",NA
"CVE-2024-0074",NA
"CVE-2024-0075",NA
"CVE-2024-0076",NA
"CVE-2024-0077",NA
"CVE-2024-0078",NA
"CVE-2024-0079",NA
"CVE-2024-0080",NA
"CVE-2024-0081",NA
"CVE-2024-0082",NA
"CVE-2024-0083",NA
"CVE-2024-0084","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0084","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0084","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0084","cpe:2.3:o:canonical:ubuntu_linux:-:*:*:*:*:*:*:*"
"CVE-2024-0084","cpe:2.3:o:citrix:hypervisor:-:*:*:*:*:*:*:*"
"CVE-2024-0084","cpe:2.3:o:redhat:enterprise_linux_kernel-based_virtual_machine:-:*:*:*:*:*:*:*"
"CVE-2024-0084","cpe:2.3:o:vmware:vsphere:-:*:*:*:*:*:*:*"
"CVE-2024-0084","cpe:2.3:a:nvidia:cloud_gaming:*:*:*:*:*:*:*:*"
"CVE-2024-0084","cpe:2.3:o:redhat:enterprise_linux_kernel-based_virtual_machine:-:*:*:*:*:*:*:*"
"CVE-2024-0084","cpe:2.3:o:vmware:vsphere:-:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:a:vmware:vsphere:-:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:o:canonical:ubuntu_linux:-:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:o:citrix:hypervisor:-:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:o:redhat:enterprise_linux_kernel-based_virtual_machine:-:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:a:nvidia:cloud_gaming:*:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:o:redhat:enterprise_linux_kernel-based_virtual_machine:-:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:o:vmware:vsphere:-:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0085","cpe:2.3:a:microsoft:azure_stack_hci:-:*:*:*:*:*:*:*"
"CVE-2024-0086","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0086","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0086","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0086","cpe:2.3:o:canonical:ubuntu_linux:-:*:*:*:*:*:*:*"
"CVE-2024-0086","cpe:2.3:o:citrix:hypervisor:-:*:*:*:*:*:*:*"
"CVE-2024-0086","cpe:2.3:o:redhat:enterprise_linux_kernel-based_virtual_machine:-:*:*:*:*:*:*:*"
"CVE-2024-0086","cpe:2.3:o:vmware:vsphere:-:*:*:*:*:*:*:*"
"CVE-2024-0086","cpe:2.3:a:nvidia:cloud_gaming:*:*:*:*:*:*:*:*"
"CVE-2024-0086","cpe:2.3:o:redhat:enterprise_linux_kernel-based_virtual_machine:-:*:*:*:*:*:*:*"
"CVE-2024-0086","cpe:2.3:o:vmware:vsphere:-:*:*:*:*:*:*:*"
"CVE-2024-0087",NA
"CVE-2024-0088",NA
"CVE-2024-0089","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:windows:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:windows:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:windows:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:windows:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:geforce:-:*:*:*:*:*:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:nvs:-:*:*:*:*:*:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:quadro:-:*:*:*:*:*:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:rtx:-:*:*:*:*:*:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:studio:-:*:*:*:*:*:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:tesla:-:*:*:*:*:*:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0089","cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*"
"CVE-2024-0089","cpe:2.3:a:nvidia:cloud_gaming:*:*:*:*:*:*:*:*"
"CVE-2024-0089","cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:windows:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:windows:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:windows:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:windows:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:geforce:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:nvs:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:quadro:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:rtx:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:studio:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:tesla:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:linux:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:linux:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:linux:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:linux:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:geforce:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:nvs:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:quadro:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:rtx:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:tesla:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:o:canonical:ubuntu_linux:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:o:citrix:hypervisor:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:o:linux:linux_kernel:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:o:redhat:enterprise_linux_kernel-based_virtual_machine:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:o:vmware:vsphere:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:cloud_gaming:*:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:cloud_gaming:*:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:o:linux:linux_kernel:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:o:redhat:enterprise_linux_kernel-based_virtual_machine:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:o:vmware:vsphere:-:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:nvidia:virtual_gpu:*:*:*:*:*:*:*:*"
"CVE-2024-0090","cpe:2.3:a:microsoft:azure_stack_hci:-:*:*:*:*:*:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:windows:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:windows:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:geforce:-:*:*:*:*:*:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:nvs:-:*:*:*:*:*:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:quadro:-:*:*:*:*:*:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:rtx:-:*:*:*:*:*:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:studio:-:*:*:*:*:*:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:tesla:-:*:*:*:*:*:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:linux:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:gpu_display_driver:*:*:*:*:*:linux:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:geforce:-:*:*:*:*:*:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:nvs:-:*:*:*:*:*:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:quadro:-:*:*:*:*:*:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:rtx:-:*:*:*:*:*:*:*"
"CVE-2024-0091","cpe:2.3:a:nvidia:tesla:-:*:*:*:*:*:*:*"
